date,cfd,direction,mode,entry,exit,pnlPts,pnlDollars,durationMin,exitReason,maxAdverse,maxFavorable,id
2025-03-04,NAS100,SHORT,scalp,20512.178385416668,20507.178385416668,5,0.5,90,trail,7.22,88.08,2025-03-04-0100-NAS100-SHORT-20512
2025-03-04,NAS100,SHORT,intraday,20544.86328125,20455.924479166668,88.94,8.89,120,tp1,0,112.06,2025-03-04-0700-NAS100-SHORT-20545
2025-03-04,NAS100,SHORT,intraday,20463.65234375,20375.065104166668,88.59,8.86,105,tp1,0,100.85,2025-03-04-1215-NAS100-SHORT-20464
2025-03-04,NAS100,SHORT,intraday,20274.4609375,20307.014583333334,-32.55,-3.26,30,sl,73.54,15.16,2025-03-04-1515-NAS100-SHORT-20274
2025-03-04,NAS100,SHORT,intraday,20386.151041666668,20297.899305555555,88.25,8.83,15,tp1,0,208.15,2025-03-04-1600-NAS100-SHORT-20386
2025-03-04,NAS100,SHORT,intraday,20233.955729166668,20146.362847222226,87.59,8.76,15,tp1,0,122.06,2025-03-04-1645-NAS100-SHORT-20234
2025-03-04,NAS100,SHORT,intraday,20148.233072916668,20180.677430555555,-32.44,-3.24,15,sl,63.47,58.03,2025-03-04-1815-NAS100-SHORT-20148
2025-03-04,NAS100,SHORT,intraday,20302.634114583336,20335.212152777778,-32.58,-3.26,15,sl,50.77,21.23,2025-03-04-1900-NAS100-SHORT-20303
2025-03-06,NAS100,SHORT,intraday,20509.216854908776,20438.12771503041,71.09,7.11,15,tp1,0,77.12,2025-03-06-1000-NAS100-SHORT-20509
2025-03-06,NAS100,SHORT,intraday,20452.068288444832,20381.177237185057,70.89,7.09,15,tp1,0,75.67,2025-03-06-1045-NAS100-SHORT-20452
2025-03-06,NAS100,SHORT,intraday,20385.996524761078,20315.334491746307,70.66,7.07,45,tp1,0,76.6,2025-03-06-1300-NAS100-SHORT-20386
2025-03-06,NAS100,SHORT,intraday,20324.235968722853,20319.235968722853,5,0.5,30,trail,2.86,63.14,2025-03-06-1515-NAS100-SHORT-20324
2025-03-06,NAS100,SHORT,intraday,20368.3506516073,20401.00086880973,-32.65,-3.27,15,sl,69.95,16.55,2025-03-06-1600-NAS100-SHORT-20368
2025-03-06,NAS100,SHORT,intraday,20290.548392701996,20323.13119026933,-32.58,-3.26,15,sl,91.25,81.45,2025-03-06-1645-NAS100-SHORT-20291
2025-03-06,NAS100,SHORT,intraday,20175.449174630754,20105.51694178975,69.93,6.99,15,tp1,10.95,92.05,2025-03-06-1900-NAS100-SHORT-20175
2025-03-06,NAS100,SHORT,intraday,20077.294005212858,20072.294005212858,5,0.5,30,trail,19.21,66.69,2025-03-06-2030-NAS100-SHORT-20077
2025-03-06,NAS100,SHORT,intraday,20035.68583840139,19966.238053866204,69.45,6.94,15,tp1,0,77.19,2025-03-06-2115-NAS100-SHORT-20036
2025-03-06,NAS100,SHORT,intraday,20136.848827106864,20141.3,-4.45,-0.45,30,eod,19.45,20.85,2025-03-06-2200-NAS100-SHORT-20137
2025-03-06,NAS100,SHORT,intraday,20100.654735013035,20133.07298001738,-32.42,-3.24,15,sl,70.75,26.25,2025-03-06-2245-NAS100-SHORT-20101
2025-03-07,NAS100,SHORT,scalp,20114.498257839725,20109.498257839725,5,0.5,810,trail,110.4,89.5,2025-03-07-0100-NAS100-SHORT-20114
2025-03-07,NAS100,SHORT,scalp,20089.563588850175,20192.29094076655,-102.73,-10.27,795,sl,135.34,64.56,2025-03-07-0145-NAS100-SHORT-20090
2025-03-07,NAS100,SHORT,swing,19998.701655052264,20101.032229965156,-102.33,-3.07,45,sl,145.1,15.8,2025-03-07-1430-NAS100-SHORT-19999
2025-03-07,NAS100,SHORT,swing,20011.66768292683,20114.054878048777,-102.39,-3.07,45,sl,132.13,28.77,2025-03-07-1515-NAS100-SHORT-20012
2025-03-07,NAS100,SHORT,swing,20043.48432055749,19868.43205574913,175.05,5.25,30,tp1,43.32,199.68,2025-03-07-1645-NAS100-SHORT-20043
2025-03-07,NAS100,SHORT,swing,19850.190766550524,19951.872822299654,-101.68,-3.05,15,sl,191.31,0,2025-03-07-1730-NAS100-SHORT-19850
2025-03-07,NAS100,SHORT,swing,19774.588850174216,19875.940766550524,-101.35,-3.04,60,sl,188.21,52.19,2025-03-07-1815-NAS100-SHORT-19775
2025-03-07,NAS100,SHORT,swing,19724.520034843208,19825.65331010453,-101.13,-3.03,15,sl,106.38,0,2025-03-07-1900-NAS100-SHORT-19725
2025-03-10,NAS100,SHORT,scalp,19946.937282229967,20049.04181184669,-102.1,-10.21,120,sl,114.76,0,2025-03-10-0100-NAS100-SHORT-19947
2025-03-10,NAS100,SHORT,scalp,19925.892421602784,20027.905052264807,-102.01,-10.2,105,sl,107.01,0,2025-03-10-0145-NAS100-SHORT-19926
2025-03-10,NAS100,SHORT,swing,20055.353222996517,19880.19729965157,175.16,5.25,435,tp1,49.95,203.25,2025-03-10-0700-NAS100-SHORT-20055
2025-03-10,NAS100,SHORT,swing,19884.002177700346,19710.34277003484,173.66,5.21,135,tp1,35.7,231.9,2025-03-10-1345-NAS100-SHORT-19884
2025-03-10,NAS100,SHORT,swing,19803.41332752613,19630.457752613238,172.96,5.19,45,tp1,60.79,182.91,2025-03-10-1515-NAS100-SHORT-19803
2025-03-10,NAS100,SHORT,swing,19821.366289198606,19648.25391986063,173.11,5.19,45,tp1,42.83,200.87,2025-03-10-1600-NAS100-SHORT-19821
2025-03-10,NAS100,SHORT,swing,19704.472560975606,19532.381097560974,172.09,5.16,60,tp1,49.93,217.37,2025-03-10-1645-NAS100-SHORT-19704
2025-03-10,NAS100,SHORT,swing,19536.01393728223,19636.324041811848,-100.31,-3.01,45,sl,132.19,20.11,2025-03-10-1730-NAS100-SHORT-19536
2025-03-10,NAS100,SHORT,swing,19547.284407665506,19647.643728222996,-100.36,-3.01,15,sl,120.92,0,2025-03-10-1815-NAS100-SHORT-19547
2025-03-10,NAS100,SHORT,swing,19521.851045296167,19351.354529616725,170.5,5.11,165,tp1,82.35,224.85,2025-03-10-1900-NAS100-SHORT-19522
2025-03-10,NAS100,SHORT,swing,19458.217770034844,19288.277003484323,169.94,5.1,120,tp1,59.68,219.62,2025-03-10-1945-NAS100-SHORT-19458
2025-03-10,NAS100,SHORT,swing,19368.851916376305,19468.432055749126,-99.58,-2.99,90,sl,147.35,130.25,2025-03-10-2030-NAS100-SHORT-19369
2025-03-10,NAS100,SHORT,swing,19346.410714285714,19445.892857142855,-99.48,-2.98,30,sl,119.09,107.81,2025-03-10-2115-NAS100-SHORT-19346
2025-03-10,NAS100,SHORT,swing,19260.535714285714,19359.64285714286,-99.11,-2.97,15,sl,204.96,0,2025-03-10-2200-NAS100-SHORT-19261
2025-03-10,NAS100,SHORT,swing,19380.72081881533,19444.4,-63.68,-1.91,60,eod,73.28,0,2025-03-10-2245-NAS100-SHORT-19381
2025-03-11,NAS100,SHORT,scalp,19315.990418118465,19147.291811846688,168.7,16.87,105,tp1,5.11,202.69,2025-03-11-0100-NAS100-SHORT-19316
2025-03-11,NAS100,SHORT,scalp,19295.843205574914,19290.843205574914,5,0.5,30,trail,3.26,93.94,2025-03-11-0145-NAS100-SHORT-19296
2025-03-11,NAS100,SHORT,scalp,19221.537891986063,19216.537891986063,5,0.5,120,trail,77.56,108.24,2025-03-11-0230-NAS100-SHORT-19222
2025-03-11,NAS100,SHORT,swing,19234.50391986063,19333.497386759584,-98.99,-2.97,105,sl,154.4,121.2,2025-03-11-0315-NAS100-SHORT-19235
2025-03-11,NAS100,SHORT,swing,19176.356271777004,19275.09581881533,-98.74,-2.96,15,sl,153.24,0,2025-03-11-0445-NAS100-SHORT-19176
2025-03-11,NAS100,SHORT,swing,19382.117160278747,19481.755226480836,-99.64,-2.99,30,sl,141.88,0,2025-03-11-1000-NAS100-SHORT-19382
2025-03-11,NAS100,SHORT,swing,19400.668554006967,19500.38763066202,-99.72,-2.99,15,sl,123.33,0,2025-03-11-1045-NAS100-SHORT-19401
2025-03-11,NAS100,SHORT,swing,19453.829268292684,19553.780487804877,-99.95,-3,165,sl,113.87,96.43,2025-03-11-1345-NAS100-SHORT-19454
2025-03-11,NAS100,SHORT,swing,19489.635452961673,19319.42029616725,170.22,5.11,165,tp1,92.56,205.34,2025-03-11-1430-NAS100-SHORT-19490
2025-03-11,NAS100,SHORT,swing,19417.32491289199,19517.116724738677,-99.79,-2.99,45,sl,104.38,59.92,2025-03-11-1515-NAS100-SHORT-19417
2025-03-11,NAS100,SHORT,swing,19440.26480836237,19270.480836236933,169.78,5.09,30,tp1,12.84,204.96,2025-03-11-1645-NAS100-SHORT-19440
2025-03-11,NAS100,SHORT,swing,19245.87412891986,19344.91724738676,-99.04,-2.97,15,sl,140.73,0,2025-03-11-1730-NAS100-SHORT-19246
2025-03-11,NAS100,SHORT,swing,19349.00391986063,19180.016986062717,168.99,5.07,75,tp1,52.3,171.4,2025-03-11-1815-NAS100-SHORT-19349
2025-03-11,NAS100,SHORT,swing,19261.732578397212,19360.844947735193,-99.11,-2.97,75,sl,195.57,89.63,2025-03-11-1900-NAS100-SHORT-19262
2025-03-11,NAS100,SHORT,swing,19428.296167247387,19528.135888501743,-99.84,-3,15,sl,148.8,0,2025-03-11-2115-NAS100-SHORT-19428
2025-03-12,NAS100,SHORT,scalp,19370.547473867595,19470.135017421602,-99.59,-9.96,135,sl,102.15,0,2025-03-12-0100-NAS100-SHORT-19371
2025-03-12,NAS100,SHORT,scalp,19390.594947735193,19490.270034843208,-99.68,-9.97,540,sl,102.41,30.19,2025-03-12-0145-NAS100-SHORT-19391
2025-03-12,NAS100,SHORT,swing,19437.87108013937,19537.752613240416,-99.88,-3,90,sl,102.13,0,2025-03-12-1130-NAS100-SHORT-19438
2025-03-12,NAS100,SHORT,swing,19605.93074912892,19544,61.93,1.86,285,eod,94.77,100.13,2025-03-12-1900-NAS100-SHORT-19606
2025-03-12,NAS100,SHORT,swing,19561.94599303136,19662.369337979093,-100.42,-3.01,30,sl,117.55,0,2025-03-12-2115-NAS100-SHORT-19562
2025-03-12,NAS100,SHORT,swing,19531.824912891985,19544,-12.18,-0.37,60,eod,50.68,0,2025-03-12-2245-NAS100-SHORT-19532
2025-03-13,NAS100,SHORT,swing,19482.254790940766,19582.33013937282,-100.08,-3,375,sl,102.95,105.05,2025-03-13-0615-NAS100-SHORT-19482
2025-03-13,NAS100,SHORT,swing,19461.20993031359,19561.193379790944,-99.98,-3,315,sl,123.99,84.01,2025-03-13-0700-NAS100-SHORT-19461
2025-03-13,NAS100,SHORT,swing,19406.752613240416,19506.498257839718,-99.75,-2.99,195,sl,127.75,29.55,2025-03-13-0745-NAS100-SHORT-19407
2025-03-13,NAS100,SHORT,swing,19379.125,19478.75,-99.62,-2.99,60,sl,108.67,0,2025-03-13-0830-NAS100-SHORT-19379
2025-03-13,NAS100,SHORT,swing,19356.085365853658,19187.03658536585,169.05,5.07,135,tp1,21.71,200.29,2025-03-13-1730-NAS100-SHORT-19356
2025-03-13,NAS100,SHORT,swing,19281.0818815331,19269.9,11.18,0.34,315,eod,90.52,134.28,2025-03-13-1815-NAS100-SHORT-19281
2025-03-13,NAS100,SHORT,swing,19233.30705574913,19332.295296167245,-98.99,-2.97,105,sl,117.79,86.51,2025-03-13-1900-NAS100-SHORT-19233
2025-03-13,NAS100,SHORT,swing,19213.55879790941,19312.46080139373,-98.9,-2.97,105,sl,137.54,66.76,2025-03-13-1945-NAS100-SHORT-19214
2025-03-13,NAS100,SHORT,swing,19253.6537456446,19352.730836236933,-99.08,-2.97,30,sl,99.45,0,2025-03-13-2115-NAS100-SHORT-19254
2025-03-14,NAS100,SHORT,swing,19367.954268292684,19467.53048780488,-99.58,-2.99,360,sl,99.85,20.75,2025-03-14-0745-NAS100-SHORT-19368
2025-03-14,NAS100,SHORT,swing,19636.351045296167,19645.3,-8.95,-0.27,105,eod,83.35,18.05,2025-03-14-2200-NAS100-SHORT-19636
2025-03-17,NAS100,SHORT,scalp,19551.074477351915,19651.450348432056,-100.38,-10.04,705,sl,106.93,11.27,2025-03-17-0100-NAS100-SHORT-19551
2025-03-17,NAS100,SHORT,swing,19618.098867595818,19718.767421602788,-100.67,-3.02,30,sl,114.9,0,2025-03-17-1815-NAS100-SHORT-19618
2025-03-17,NAS100,SHORT,swing,19666.871080139375,19767.75261324042,-100.88,-3.03,90,sl,146.43,22.47,2025-03-17-1900-NAS100-SHORT-19667
2025-03-18,NAS100,SHORT,swing,19646.62412891986,19475.03789198606,171.59,5.15,15,tp1,0,203.92,2025-03-18-1600-NAS100-SHORT-19647
2025-03-18,NAS100,SHORT,swing,19407.749999999996,19507.499999999996,-99.75,-2.99,60,sl,104.15,0,2025-03-18-1645-NAS100-SHORT-19408
2025-03-18,NAS100,SHORT,swing,19424.80531358885,19524.62979094077,-99.82,-2.99,75,sl,110.09,9.71,2025-03-18-1730-NAS100-SHORT-19425
2025-03-18,NAS100,SHORT,swing,19458.91594076655,19558.8893728223,-99.97,-3,165,sl,108.08,20.02,2025-03-18-1900-NAS100-SHORT-19459
2025-03-19,NAS100,SHORT,scalp,19505.070167696384,19500.070167696384,5,0.5,45,trail,1.73,31.77,2025-03-19-0100-NAS100-SHORT-19505
2025-03-19,NAS100,SHORT,intraday,19557.061782877314,19470.907325684024,86.15,8.62,120,tp1,0,109.16,2025-03-19-0745-NAS100-SHORT-19557
2025-03-19,NAS100,SHORT,intraday,19518.293468667256,19513.293468667256,5,0.5,30,trail,0,70.39,2025-03-19-1000-NAS100-SHORT-19518
2025-03-19,NAS100,SHORT,intraday,19646.218887908206,19678.52833186231,-32.31,-3.23,15,sl,33.88,15.42,2025-03-19-1645-NAS100-SHORT-19646
2025-03-19,NAS100,SHORT,intraday,19692.500441306267,19724.8506619594,-32.35,-3.24,15,sl,72.1,36,2025-03-19-2115-NAS100-SHORT-19693
2025-03-21,US30,SHORT,swing,41725.353919239904,41526.66175771971,198.69,5.96,60,tp1,0,250.65,2025-03-21-1430-US30-SHORT-41725
2025-03-21,US30,SHORT,swing,41703.90498812351,41505.31496437054,198.59,5.96,60,tp1,0,229.2,2025-03-21-1515-US30-SHORT-41704
2025-03-21,US30,SHORT,swing,41485.92399049881,41599.7,-113.78,-3.41,60,sl,119.08,70.92,2025-03-21-1600-US30-SHORT-41486
2025-03-21,US30,SHORT,swing,41446.31828978623,41560,-113.68,-3.41,30,sl,123.18,31.32,2025-03-21-1645-US30-SHORT-41446
2025-03-25,NAS100,SHORT,swing,20161.673433362754,20265.884377758164,-104.21,-3.13,45,sl,120.53,0,2025-03-25-1645-NAS100-SHORT-20162
2025-03-25,NAS100,SHORT,swing,20198.07678729038,20302.44880847308,-104.37,-3.13,165,sl,111.52,0,2025-03-25-1945-NAS100-SHORT-20198
2025-03-26,XAUUSD,SHORT,swing,3026.3788104089217,3019.14,7.24,7.24,900,eod,5.63,14.38,2025-03-26-0745-XAUUSD-SHORT-3026
2025-03-26,NAS100,SHORT,swing,20031.763876651985,19854.491629955948,177.27,5.32,285,tp1,92.44,182.16,2025-03-26-1645-NAS100-SHORT-20032
2025-03-26,NAS100,SHORT,swing,19994.82731277533,19889.8,105.03,3.15,300,eod,26.77,145.23,2025-03-26-1730-NAS100-SHORT-19995
2025-03-28,NAS100,SHORT,scalp,19761.623674911658,19756.623674911658,5,0.5,660,trail,55.88,106.02,2025-03-28-0100-NAS100-SHORT-19762
2025-03-28,NAS100,SHORT,scalp,19737.46643109541,19732.46643109541,5,0.5,570,trail,80.03,81.87,2025-03-28-0230-NAS100-SHORT-19737
2025-03-28,XAUUSD,SHORT,swing,3085.122361623616,3083.122361623616,2,2,480,trail,0.92,19.31,2025-03-28-0745-XAUUSD-SHORT-3085
2025-03-28,NAS100,SHORT,swing,19775,19600,175,5.25,435,tp1,3.1,261.4,2025-03-28-0915-NAS100-SHORT-19775
2025-03-28,NAS100,SHORT,swing,19701.729681978795,19527.37809187279,174.35,5.23,390,tp1,76.37,188.13,2025-03-28-1000-NAS100-SHORT-19702
2025-03-28,NAS100,SHORT,intraday,19719.12102473498,19759.12102473498,-40,-4,75,sl,40.88,12.62,2025-03-28-1045-NAS100-SHORT-19719
2025-03-28,NAS100,SHORT,swing,19666.39222614841,19768.411660777387,-102.02,-3.06,120,sl,110.81,0,2025-03-28-1130-NAS100-SHORT-19666
2025-03-28,NAS100,SHORT,swing,19420.72703180212,19248.862190812717,171.86,5.16,300,tp1,34.07,189.73,2025-03-28-1730-NAS100-SHORT-19421
2025-03-28,NAS100,SHORT,swing,19376.60512367491,19205.13074204947,171.47,5.14,300,tp1,64.69,184.11,2025-03-28-1815-NAS100-SHORT-19377
2025-03-28,NAS100,SHORT,swing,19325.89487632509,19182.4,143.49,4.3,270,eod,14.91,145.09,2025-03-28-1900-NAS100-SHORT-19326
2025-03-28,NAS100,SHORT,swing,19267.498233215545,19182.4,85.1,2.55,225,eod,59.8,86.7,2025-03-28-1945-NAS100-SHORT-19267
2025-03-28,NAS100,SHORT,swing,19249.929328621907,19182.4,67.53,2.03,120,eod,62.07,69.13,2025-03-28-2115-NAS100-SHORT-19250
2025-03-31,NAS100,SHORT,scalp,19126.926483613817,18957.66164747564,169.26,16.93,795,tp1,11.47,173.83,2025-03-31-0100-NAS100-SHORT-19127
2025-03-31,NAS100,SHORT,scalp,19092.195748449954,19087.195748449954,5,0.5,105,trail,0,115.9,2025-03-31-0230-NAS100-SHORT-19092
2025-03-31,NAS100,SHORT,swing,19018.330380868025,18850.026572187777,168.3,5.05,795,tp1,69.57,197.53,2025-03-31-0315-NAS100-SHORT-19018
2025-03-31,NAS100,SHORT,swing,19070.676705048714,18901.909654561558,168.77,5.06,735,tp1,17.22,249.88,2025-03-31-0400-NAS100-SHORT-19071
2025-03-31,NAS100,SHORT,swing,19038.147918511957,18869.668733392384,168.48,5.05,540,tp1,49.75,217.35,2025-03-31-0615-NAS100-SHORT-19038
2025-03-31,NAS100,SHORT,swing,19050.859167404782,18882.26749335695,168.59,5.06,300,tp1,1.54,230.06,2025-03-31-1130-NAS100-SHORT-19051
2025-03-31,NAS100,SHORT,swing,18981.69796279894,18813.718334809568,167.98,5.04,135,tp1,70.7,188.2,2025-03-31-1430-NAS100-SHORT-18982
2025-03-31,NAS100,SHORT,swing,18921.74490699734,19020.469441984056,-98.72,-2.96,90,sl,127.16,49.44,2025-03-31-1645-NAS100-SHORT-18922
2025-03-31,NAS100,SHORT,swing,18938.0593445527,19036.856067316206,-98.8,-2.96,45,sl,110.84,17.26,2025-03-31-1730-NAS100-SHORT-18938
2025-04-01,NAS100,SHORT,scalp,19144.232834507042,19243.56866197183,-99.34,-9.93,510,sl,110.37,41.33,2025-04-01-0100-NAS100-SHORT-19144
2025-04-01,NAS100,SHORT,scalp,19176.504401408452,19171.504401408452,5,0.5,195,trail,36.1,73.6,2025-04-01-0145-NAS100-SHORT-19177
2025-04-01,NAS100,SHORT,scalp,19154.823503521126,19149.823503521126,5,0.5,90,trail,27.58,51.92,2025-04-01-0230-NAS100-SHORT-19155
2025-04-01,NAS100,SHORT,swing,19114.7588028169,19213.96478873239,-99.21,-2.98,255,sl,103.44,0,2025-04-01-0400-NAS100-SHORT-19115
2025-04-01,NAS100,SHORT,swing,19187.894366197183,19287.422535211266,-99.53,-2.99,45,sl,109.71,0,2025-04-01-0915-NAS100-SHORT-19188
2025-04-01,NAS100,SHORT,swing,19207.277288732395,19306.890845070422,-99.61,-2.99,240,sl,130.72,126.88,2025-04-01-1345-NAS100-SHORT-19207
